Parameterization,Run,Variable,Median R_hat,Maximum R_hat,Diagnostics OK,Mean,q05,q50,q95
Centered,3,alpha[14],1.0010750000000002,1.0044,True,-1.0194587498875,-1.162719695,-1.01729315,-0.8808133035000001
Centered,3,alpha[15],1.0010750000000002,1.0044,True,-1.03453509033,-1.189039295,-1.0317258,-0.8946380615000001
Centered,3,alpha[16],1.0010750000000002,1.0044,True,-0.9680311874149999,-1.0843983899999998,-0.96628662,-0.8516106905000002
Centered,3,alpha[17],1.0010750000000002,1.0044,True,-0.9080695767249999,-1.036556765,-0.91296815,-0.7632891895
Centered,3,alpha[18],1.0010750000000002,1.0044,True,-1.1022903828850001,-1.3346711299999998,-1.0876266,-0.9202934335
Centered,4,mu,1.00251,1.01662,True,-0.9917250436175,-1.06265305,-0.99041376,-0.9243035095
Centered,4,sigma,1.00251,1.01662,True,0.118845369025,0.0429083134,0.11560677,0.2057686895
Centered,4,alpha[1],1.00251,1.01662,True,-0.7924297264975,-0.9569792770000001,-0.796874075,-0.6093271620000001
Centered,4,alpha[2],1.00251,1.01662,True,-0.9001743328825,-1.024423075,-0.904442045,-0.7644743885
Centered,4,alpha[3],1.00251,1.01662,True,-0.9548390332225,-1.070205455,-0.95690159,-0.8316122069999999
Centered,4,alpha[4],1.00251,1.01662,True,-1.066266735485,-1.235565735,-1.0598420499999999,-0.9253593290000001
Centered,4,alpha[5],1.00251,1.01662,True,-0.9765429239299999,-1.105299715,-0.975994075,-0.845667331
Centered,4,alpha[6],1.00251,1.01662,True,-0.9814688350925,-1.104646125,-0.98076512,-0.8644883495000001
Centered,4,alpha[7],1.00251,1.01662,True,-1.003125173895,-1.121419705,-1.00074305,-0.887853983
Centered,4,alpha[8],1.00251,1.01662,True,-1.0708309097675002,-1.274445675,-1.0585524,-0.9101198385000001
Centered,4,alpha[9],1.00251,1.01662,True,-1.002476186365,-1.126641665,-1.0000278,-0.884963213
Centered,4,alpha[10],1.00251,1.01662,True,-1.06707544284,-1.241944665,-1.05822185,-0.92006205
Centered,4,alpha[11],1.00251,1.01662,True,-1.01902146483,-1.1468720350000001,-1.01631285,-0.897541375
Centered,4,alpha[12],1.00251,1.01662,True,-1.0785969536475,-1.27014956,-1.06780535,-0.9234137520000001
Centered,4,alpha[13],1.00251,1.01662,True,-0.9210264834125,-1.04245984,-0.92478143,-0.7885371369999999
Centered,4,alpha[14],1.00251,1.01662,True,-1.01797313441,-1.169983535,-1.0124094499999998,-0.880518746
Centered,4,alpha[15],1.00251,1.01662,True,-1.0367070632025,-1.2011380299999999,-1.0311512,-0.8959753445
Centered,4,alpha[16],1.00251,1.01662,True,-0.9678493240074999,-1.0841816499999999,-0.96697246,-0.8510166769999999
Centered,4,alpha[17],1.00251,1.01662,True,-0.908101678235,-1.029092045,-0.91199594,-0.7747193965
Centered,4,alpha[18],1.00251,1.01662,True,-1.102299679665,-1.341580425,-1.08689355,-0.9252294369999999
Centered,5,mu,1.00176,1.00441,True,-0.9938748530625,-1.0652480549999999,-0.9925698000000001,-0.9292689390000001
Centered,5,sigma,1.00176,1.00441,True,0.11928911503075,0.0416400435,0.11616865500000001,0.20634006849999995
Centered,5,alpha[1],1.00176,1.00441,True,-0.7918847511975,-0.96278893,-0.794261345,-0.6144656680000001
Centered,5,alpha[2],1.00176,1.00441,True,-0.9002710208799999,-1.028120635,-0.90301559,-0.7620479000000002
Centered,5,alpha[3],1.00176,1.00441,True,-0.957567217055,-1.074309715,-0.95857004,-0.835024357
Centered,5,alpha[4],1.00176,1.00441,True,-1.068247381905,-1.2365609,-1.06008535,-0.9280688505000002
Centered,5,alpha[5],1.00176,1.00441,True,-0.9774989154775001,-1.104951065,-0.9786077,-0.851528986
Centered,5,alpha[6],1.00176,1.00441,True,-0.9834445107925001,-1.109180595,-0.9828984599999999,-0.8611573665000001
Centered,5,alpha[7],1.00176,1.00441,True,-1.0047968177025,-1.1238902849999999,-1.0031297000000001,-0.8919773585
Centered,5,alpha[8],1.00176,1.00441,True,-1.0722489796899999,-1.2713590300000002,-1.05957825,-0.915831493
Centered,5,alpha[9],1.00176,1.00441,True,-1.00250387616,-1.126877045,-1.0003026,-0.88349741
Centered,5,alpha[10],1.00176,1.00441,True,-1.0674608885025,-1.253292285,-1.0565836,-0.9149344615
Centered,5,alpha[11],1.00176,1.00441,True,-1.0199836654525,-1.14554457,-1.01626195,-0.904895129
Centered,5,alpha[12],1.00176,1.00441,True,-1.0817765157024999,-1.276819205,-1.0704577,-0.9220709315000001
Centered,5,alpha[13],1.00176,1.00441,True,-0.92429859601,-1.0478289749999998,-0.92906847,-0.7869037575000001
Centered,5,alpha[14],1.00176,1.00441,True,-1.02133475435,-1.170715505,-1.0172465000000002,-0.885369307
Centered,5,alpha[15],1.00176,1.00441,True,-1.0369790379650001,-1.196380275,-1.0307496500000002,-0.900030745
Centered,5,alpha[16],1.00176,1.00441,True,-0.96745702728,-1.081774775,-0.96788596,-0.8553660970000001
Centered,5,alpha[17],1.00176,1.00441,True,-0.9083691582600001,-1.035396585,-0.9132504050000001,-0.7623047935000001
Centered,5,alpha[18],1.00176,1.00441,True,-1.1056822226024998,-1.3353493699999999,-1.0882744,-0.9321926545000001
Centered,6,mu,1.00081,1.00346,True,-0.99359604541,-1.062484835,-0.9925317849999999,-0.9289885035000001
Centered,6,sigma,1.00081,1.00346,True,0.116008361474,0.04111797490000001,0.112902965,0.2041878535
Centered,6,alpha[1],1.00081,1.00346,True,-0.797458448115,-0.964387068,-0.79914281,-0.6175490965000001
Centered,6,alpha[2],1.00081,1.00346,True,-0.9021460171900001,-1.0266328649999998,-0.9059081550000001,-0.765169997
Centered,6,alpha[3],1.00081,1.00346,True,-0.958071879685,-1.07502091,-0.959350205,-0.837918881
Centered,6,alpha[4],1.00081,1.00346,True,-1.0659508110349998,-1.2305959549999999,-1.0576713,-0.924605765
Centered,6,alpha[5],1.00081,1.00346,True,-0.977467052965,-1.102089425,-0.979263595,-0.8468780085000001
Centered,6,alpha[6],1.00081,1.00346,True,-0.9834313875875,-1.1092038249999998,-0.98409411,-0.860187389
Centered,6,alpha[7],1.00081,1.00346,True,-1.0031801357975,-1.120194085,-1.0023026000000002,-0.8935988305
Centered,6,alpha[8],1.00081,1.00346,True,-1.068040753775,-1.25902838,-1.05510865,-0.9153510215
Centered,6,alpha[9],1.00081,1.00346,True,-1.003179264825,-1.12207245,-1.0012332,-0.886760612
Centered,6,alpha[10],1.00081,1.00346,True,-1.0650349332474998,-1.23787334,-1.0582771499999999,-0.9171441265000001
Centered,6,alpha[11],1.00081,1.00346,True,-1.0197319522775,-1.143184035,-1.0169242,-0.9023447485
Centered,6,alpha[12],1.00081,1.00346,True,-1.0772353930200003,-1.2634217449999998,-1.06545935,-0.9265242290000002
Centered,6,alpha[13],1.00081,1.00346,True,-0.9271905148725,-1.050996235,-0.9299250649999999,-0.792238227
Centered,6,alpha[14],1.00081,1.00346,True,-1.019517483625,-1.169461295,-1.0163587,-0.8804958110000001
Centered,6,alpha[15],1.00081,1.00346,True,-1.0354897573825,-1.19050334,-1.0300391,-0.9003989540000001
Centered,6,alpha[16],1.00081,1.00346,True,-0.9690645446225001,-1.08051039,-0.9702854949999999,-0.8473504985000001
Centered,6,alpha[17],1.00081,1.00346,True,-0.91169807916,-1.0359013199999998,-0.9173126949999999,-0.773120445
Centered,6,alpha[18],1.00081,1.00346,True,-1.10076087565,-1.3373272900000002,-1.0847284,-0.9246831475
Centered,7,mu,1.0077150000000001,1.06627,False,-0.992313275975,-1.06108787,-0.99129183,-0.929539045
Centered,7,sigma,1.0077150000000001,1.06627,False,0.113196273951,0.021767788,0.112500935,0.20216381149999996
Centered,7,alpha[1],1.0077150000000001,1.06627,False,-0.801205000255,-0.976719656,-0.80255089,-0.615284092
Centered,7,alpha[2],1.0077150000000001,1.06627,False,-0.904068472195,-1.0190310349999998,-0.91142018,-0.767152534
Centered,7,alpha[3],1.0077150000000001,1.06627,False,-0.9574831913625,-1.0738446,-0.961257655,-0.8318916995000002
Centered,7,alpha[4],1.0077150000000001,1.06627,False,-1.0615000334975,-1.22411152,-1.0528558000000001,-0.921854182
Centered,7,alpha[5],1.0077150000000001,1.06627,False,-0.9763385484425,-1.101170565,-0.9755502300000001,-0.850154666
Centered,7,alpha[6],1.0077150000000001,1.06627,False,-0.98294133706,-1.101088705,-0.982005855,-0.8673444935000001
Centered,7,alpha[7],1.0077150000000001,1.06627,False,-1.0026774458049998,-1.121380265,-0.99868513,-0.8930251075
Centered,7,alpha[8],1.0077150000000001,1.06627,False,-1.0653769548774998,-1.264093025,-1.0509335,-0.9128334115000001
Centered,7,alpha[9],1.0077150000000001,1.06627,False,-1.00288941162,-1.1281488800000001,-0.99959457,-0.889239203
Centered,7,alpha[10],1.0077150000000001,1.06627,False,-1.062048525875,-1.25144496,-1.0481482500000001,-0.9108178720000001
Centered,7,alpha[11],1.0077150000000001,1.06627,False,-1.0189371322475,-1.139684725,-1.0149833,-0.9103203185000001
Centered,7,alpha[12],1.0077150000000001,1.06627,False,-1.0743999690225001,-1.26520125,-1.0627034000000002,-0.9228966905
Centered,7,alpha[13],1.0077150000000001,1.06627,False,-0.9268485787775,-1.0495375150000001,-0.9313749499999999,-0.786412589
Centered,7,alpha[14],1.0077150000000001,1.06627,False,-1.0189331214225,-1.1727085849999999,-1.0116274,-0.8845811265
Centered,7,alpha[15],1.0077150000000001,1.06627,False,-1.0315532054975,-1.18728386,-1.0239748,-0.8996068450000001
Centered,7,alpha[16],1.0077150000000001,1.06627,False,-0.9682723952625,-1.081430235,-0.96938003,-0.8551548935
Centered,7,alpha[17],1.0077150000000001,1.06627,False,-0.9121415573125,-1.033865655,-0.917464925,-0.7747315905000001
Centered,7,alpha[18],1.0077150000000001,1.06627,False,-1.09635046195,-1.331745885,-1.0778368500000002,-0.9244455660000002
Centered,8,mu,1.00329,1.02307,True,-0.9934260691175,-1.0661100399999999,-0.99072355,-0.9299517760000001
Centered,8,sigma,1.00329,1.02307,True,0.1197631392355,0.04549481495000001,0.11446387499999999,0.21048491349999993
Centered,8,alpha[1],1.00329,1.02307,True,-0.7903778891675,-0.95152545,-0.79297522,-0.6174116960000002
Centered,8,alpha[2],1.00329,1.02307,True,-0.8975218114825,-1.02458022,-0.9002097099999999,-0.7602083795
Centered,8,alpha[3],1.00329,1.02307,True,-0.95651267546,-1.075875055,-0.9570581300000001,-0.8374029030000002
Centered,8,alpha[4],1.00329,1.02307,True,-1.0665455987374999,-1.2337275,-1.0606105499999998,-0.9279779035
Centered,8,alpha[5],1.00329,1.02307,True,-0.9734432027425001,-1.097420475,-0.973543995,-0.8490846910000001
Centered,8,alpha[6],1.00329,1.02307,True,-0.98162110693,-1.10773543,-0.9814596149999999,-0.8573899965
Centered,8,alpha[7],1.00329,1.02307,True,-1.0041715098150001,-1.12118655,-1.00174605,-0.887042658
Centered,8,alpha[8],1.00329,1.02307,True,-1.0729170807275,-1.281578975,-1.0574463,-0.912706396
Centered,8,alpha[9],1.00329,1.02307,True,-1.002261334295,-1.126488815,-1.00057445,-0.8845177995000001
Centered,8,alpha[10],1.00329,1.02307,True,-1.0662781152400003,-1.248900855,-1.0566991,-0.917208769
Centered,8,alpha[11],1.00329,1.02307,True,-1.0198424913700002,-1.14469054,-1.01510545,-0.9036330060000001
Centered,8,alpha[12],1.00329,1.02307,True,-1.0788207425149998,-1.2708745300000002,-1.06896435,-0.9228944285
Centered,8,alpha[13],1.00329,1.02307,True,-0.9235248344199999,-1.04102633,-0.9276757849999999,-0.7892062515
Centered,8,alpha[14],1.00329,1.02307,True,-1.020415311115,-1.171766805,-1.01588825,-0.8881380310000001
Centered,8,alpha[15],1.00329,1.02307,True,-1.0359634199275,-1.1940183899999999,-1.0284933500000002,-0.9028889655
Centered,8,alpha[16],1.00329,1.02307,True,-0.9670941893199999,-1.0835188599999999,-0.9676445,-0.8514163260000002
Centered,8,alpha[17],1.00329,1.02307,True,-0.9097663271875,-1.0336537650000002,-0.91479036,-0.769881999
Centered,8,alpha[18],1.00329,1.02307,True,-1.1044940929049998,-1.34204735,-1.0871036,-0.925347161
Centered,9,mu,1.00475,1.02612,True,-0.9933667091475,-1.063414825,-0.992086225,-0.9281875975
Centered,9,sigma,1.00475,1.02612,True,0.11607138023050001,0.036937187700000006,0.11303658,0.20352294799999998
Centered,9,alpha[1],1.00475,1.02612,True,-0.797849832675,-0.9574566330000001,-0.800005605,-0.6148878800000002
Centered,9,alpha[2],1.00475,1.02612,True,-0.9018059578675,-1.0249806300000002,-0.907078265,-0.759700425
Centered,9,alpha[3],1.00475,1.02612,True,-0.957829791065,-1.07476627,-0.95821645,-0.838154429
Centered,9,alpha[4],1.00475,1.02612,True,-1.0658592074325002,-1.2347084899999998,-1.05720945,-0.9251902620000001
Centered,9,alpha[5],1.00475,1.02612,True,-0.9740999198175,-1.100177595,-0.97563403,-0.848702962
Centered,9,alpha[6],1.00475,1.02612,True,-0.9799305509175,-1.09999216,-0.980707385,-0.859180614
Centered,9,alpha[7],1.00475,1.02612,True,-1.003918559895,-1.1279243350000001,-1.0017247,-0.8917463575000001
Centered,9,alpha[8],1.00475,1.02612,True,-1.0670786084300001,-1.2640790499999999,-1.0541805,-0.9139525665000001
Centered,9,alpha[9],1.00475,1.02612,True,-1.0031628641249999,-1.1225635,-1.0017033999999998,-0.890407495
Centered,9,alpha[10],1.00475,1.02612,True,-1.0644968381025002,-1.24101781,-1.0544453,-0.9180326685000002
Centered,9,alpha[11],1.00475,1.02612,True,-1.0182270479575,-1.14675886,-1.0152916,-0.903095441
Centered,9,alpha[12],1.00475,1.02612,True,-1.0765945269525,-1.2645246350000001,-1.06472865,-0.9233854530000001
Centered,9,alpha[13],1.00475,1.02612,True,-0.9271980791650001,-1.04725279,-0.93228665,-0.7936851630000001
Centered,9,alpha[14],1.00475,1.02612,True,-1.02064254075,-1.168160305,-1.01398845,-0.8827514725000001
Centered,9,alpha[15],1.00475,1.02612,True,-1.0363207364925,-1.1906924399999999,-1.0292507,-0.8972364130000001
Centered,9,alpha[16],1.00475,1.02612,True,-0.9674077796675,-1.084812715,-0.966875485,-0.8558197535000001
Centered,9,alpha[17],1.00475,1.02612,True,-0.9119336903999999,-1.036634985,-0.91771922,-0.7666598370000001
Centered,9,alpha[18],1.00475,1.02612,True,-1.0995323881125,-1.341897895,-1.07980845,-0.924583555
Centered,10,mu,1.002015,1.01362,True,-0.9930313558625,-1.063989715,-0.991110375,-0.9304357055
Centered,10,sigma,1.002015,1.01362,True,0.12059721595975001,0.0524153017,0.115789375,0.20702496199999995
Centered,10,alpha[1],1.002015,1.01362,True,-0.789952633485,-0.946851893,-0.79548255,-0.614405863
Centered,10,alpha[2],1.002015,1.01362,True,-0.8982705612725,-1.02406181,-0.90185072,-0.7583003025
Centered,10,alpha[3],1.002015,1.01362,True,-0.955190920345,-1.07759932,-0.957024965,-0.8258614205
Centered,10,alpha[4],1.002015,1.01362,True,-1.066898981605,-1.2349606800000001,-1.0600190999999999,-0.9264045680000002
Centered,10,alpha[5],1.002015,1.01362,True,-0.9768226784124999,-1.10899608,-0.974252405,-0.8536235560000001
Centered,10,alpha[6],1.002015,1.01362,True,-0.980354348345,-1.106478545,-0.9791164750000001,-0.8564150235000001
Centered,10,alpha[7],1.002015,1.01362,True,-1.0035914156125,-1.1261771999999999,-1.0002529999999998,-0.8922151185
Centered,10,alpha[8],1.002015,1.01362,True,-1.0721118891225,-1.26503217,-1.0640962,-0.9077793975
Centered,10,alpha[9],1.002015,1.01362,True,-1.002796416295,-1.1310151800000001,-1.001004,-0.8796918440000001
Centered,10,alpha[10],1.002015,1.01362,True,-1.0656084784725,-1.2446327099999999,-1.05595865,-0.9093449164999999
Centered,10,alpha[11],1.002015,1.01362,True,-1.0203990598725,-1.14526556,-1.0164038,-0.9061523290000001
Centered,10,alpha[12],1.002015,1.01362,True,-1.0802350935724998,-1.26445956,-1.0717409,-0.919027349
Centered,10,alpha[13],1.002015,1.01362,True,-0.9239922679174999,-1.0464209100000001,-0.92844399,-0.7873867550000001
Centered,10,alpha[14],1.002015,1.01362,True,-1.0198222936725,-1.17253366,-1.01519015,-0.8842597605000001
Centered,10,alpha[15],1.002015,1.01362,True,-1.0365830156174998,-1.19238112,-1.03058285,-0.900040358
Centered,10,alpha[16],1.002015,1.01362,True,-0.9667262413000001,-1.0863751949999998,-0.96754758,-0.845167795
Centered,10,alpha[17],1.002015,1.01362,True,-0.9085377536275,-1.0326205099999999,-0.911961465,-0.7710997175000001
Centered,10,alpha[18],1.002015,1.01362,True,-1.1038401470349999,-1.340862975,-1.0847147499999998,-0.9238886255000001
Centered,11,mu,1.0021,1.01275,True,-0.9940144985725001,-1.0617531,-0.9933325900000001,-0.9300233175
Centered,11,sigma,1.0021,1.01275,True,0.11850682377975,0.04662682925,0.11463511,0.20208483799999993
Centered,11,alpha[1],1.0021,1.01275,True,-0.7937469739675,-0.96229183,-0.79663353,-0.613859993
Centered,11,alpha[2],1.0021,1.01275,True,-0.90018196637,-1.02100313,-0.906368745,-0.759031282
Centered,11,alpha[3],1.0021,1.01275,True,-0.9583691820725001,-1.08020515,-0.9587195799999999,-0.8323329890000001
Centered,11,alpha[4],1.0021,1.01275,True,-1.0670411613050002,-1.22250423,-1.0603573,-0.92611861
Centered,11,alpha[5],1.0021,1.01275,True,-0.9765943367400001,-1.102288195,-0.978832295,-0.8491280125
Centered,11,alpha[6],1.0021,1.01275,True,-0.9819611602825,-1.1072937150000002,-0.980760285,-0.8592341755000001
Centered,11,alpha[7],1.0021,1.01275,True,-1.0047103772075001,-1.1271579649999999,-1.0046021,-0.8872476005000001
Centered,11,alpha[8],1.0021,1.01275,True,-1.0714334280375,-1.2699692850000002,-1.05972155,-0.916490364
Centered,11,alpha[9],1.0021,1.01275,True,-1.003346779795,-1.123622745,-1.00153685,-0.8857968895000001
Centered,11,alpha[10],1.0021,1.01275,True,-1.06611659674,-1.23733886,-1.0579260499999998,-0.9203711750000001
Centered,11,alpha[11],1.0021,1.01275,True,-1.02074371895,-1.148188105,-1.01826075,-0.9035241810000001
Centered,11,alpha[12],1.0021,1.01275,True,-1.081330257875,-1.26973854,-1.0711797,-0.925173276
Centered,11,alpha[13],1.0021,1.01275,True,-0.9255420174525,-1.04739701,-0.929197415,-0.7947000910000002
Centered,11,alpha[14],1.0021,1.01275,True,-1.022510807325,-1.16819338,-1.0172683,-0.8846894745
Centered,11,alpha[15],1.0021,1.01275,True,-1.0377990749025,-1.189034825,-1.0322498,-0.901137026
Centered,11,alpha[16],1.0021,1.01275,True,-0.9684301120850001,-1.08647203,-0.9696403149999999,-0.8467305385
Centered,11,alpha[17],1.0021,1.01275,True,-0.91073517051,-1.03475462,-0.915308105,-0.7729331100000001
Centered,11,alpha[18],1.0021,1.01275,True,-1.10107007082,-1.31787571,-1.0846493499999998,-0.9311927665
Centered,12,mu,1.00245,1.01002,True,-0.9936648039175,-1.06581665,-0.990809025,-0.9283431185000001
Centered,12,sigma,1.00245,1.01002,True,0.12159929956525,0.043389355500000004,0.118423095,0.20946453699999973
Centered,12,alpha[1],1.00245,1.01002,True,-0.7904786268425,-0.9572376429999999,-0.792554585,-0.6161510560000002
Centered,12,alpha[2],1.00245,1.01002,True,-0.8973581718675,-1.022258015,-0.90107054,-0.7569804175
Centered,12,alpha[3],1.00245,1.01002,True,-0.95667509386,-1.07559226,-0.95712557,-0.8318037105
Centered,12,alpha[4],1.00245,1.01002,True,-1.0690079387575002,-1.242269505,-1.06047205,-0.9213344545000001
Centered,12,alpha[5],1.00245,1.01002,True,-0.9767615320499999,-1.1070298749999998,-0.97764621,-0.8468244285000002
Centered,12,alpha[6],1.00245,1.01002,True,-0.982968730115,-1.108037055,-0.9817826199999999,-0.8586572670000002
Centered,12,alpha[7],1.00245,1.01002,True,-1.0047036672225,-1.12513359,-1.00248205,-0.8896588169999999
Centered,12,alpha[8],1.00245,1.01002,True,-1.0723507536724999,-1.2706075749999999,-1.0614601499999998,-0.9122029935000001
Centered,12,alpha[9],1.00245,1.01002,True,-1.0033157449699999,-1.133181925,-1.001104,-0.8814894410000002
Centered,12,alpha[10],1.00245,1.01002,True,-1.06931393965,-1.24800327,-1.0586429,-0.9193577565000001
Centered,12,alpha[11],1.00245,1.01002,True,-1.01987642677,-1.14044988,-1.0184782000000001,-0.9046130605
Centered,12,alpha[12],1.00245,1.01002,True,-1.08356028954,-1.27100575,-1.0748746,-0.9247526365000002
Centered,12,alpha[13],1.00245,1.01002,True,-0.924824883515,-1.05060258,-0.9279066499999999,-0.7889783615000001
Centered,12,alpha[14],1.00245,1.01002,True,-1.0213782295499998,-1.177212305,-1.01744935,-0.8802394975000001
Centered,12,alpha[15],1.00245,1.01002,True,-1.0376844393525,-1.20215962,-1.0332284999999999,-0.8948158405000001
Centered,12,alpha[16],1.00245,1.01002,True,-0.9654189933175,-1.0845034199999999,-0.96594171,-0.8453402955000001
Centered,12,alpha[17],1.00245,1.01002,True,-0.90841975815,-1.03351788,-0.91243352,-0.76416743
Centered,12,alpha[18],1.00245,1.01002,True,-1.1047192133925001,-1.3490357050000001,-1.0860899499999999,-0.9224537345
Centered,13,mu,1.001785,1.01464,True,-0.99340635316,-1.062718795,-0.99165755,-0.928953279
